Transaction_ID,Production_ID,QR_Code_URL,Traceability_Level,Verification_Time,Blockchain_Hash,Node_Confirmed
TX-00210,P00210,https://agrismart.vn/trace/P00210,Full - Seed to Table,2025-05-23 15:00:00,0xaea22fe8221e74b0af5114a5d9d3df4a3f841a03,19
TX-00212,P00212,https://agrismart.vn/trace/P00212,Full - Seed to Table,2025-12-22 09:00:00,0xc6c8889a1f9372a8a572eb6f06b65dd1b7566c99,20
TX-00213,P00213,https://agrismart.vn/trace/P00213,Standard - Farm to Market,2025-09-28 16:00:00,0x49cd0b0ab6cd6791b171879ebd064197b1514c7c,17
TX-00214,P00214,https://agrismart.vn/trace/P00214,Full - Seed to Table,2025-03-05 11:00:00,0xa8e9796e16f745f08a170b2b4c17701ad03fae08,16
TX-00215,P00215,https://agrismart.vn/trace/P00215,Full - Seed to Table,2025-10-20 13:00:00,0xa4d0cfa3c771752bbc969e65e56098e85aba39f6,14
TX-00216,P00216,https://agrismart.vn/trace/P00216,Standard - Farm to Market,2025-03-01 15:00:00,0xdad03d195e5fdb33a332e3461cbdda5214a862e0,21
TX-00217,P00217,https://agrismart.vn/trace/P00217,Full - Seed to Table,2025-02-04 11:00:00,0xbddb13af783716c3faf2c9987381cd5c360e5a94,22
TX-00218,P00218,https://agrismart.vn/trace/P00218,Full - Seed to Table,2025-10-25 10:00:00,0x963c027337295103fd79403272b39591fa44aa1c,19
TX-00219,P00219,https://agrismart.vn/trace/P00219,Standard - Farm to Market,2025-03-26 08:00:00,0x60df6de3c7f8214ee596d4f14091b255351e6790,16
TX-00221,P00221,https://agrismart.vn/trace/P00221,Full - Seed to Table,2025-01-27 12:00:00,0x843a536664a9deda8179c5a64b127e0f8b972b4a,21
TX-00222,P00222,https://agrismart.vn/trace/P00222,Standard - Farm to Market,2025-12-15 08:00:00,0x4eb06f57aba7b31ef70714b65badbb8a6d51015f,24
TX-00223,P00223,https://agrismart.vn/trace/P00223,Standard - Farm to Market,2025-09-12 13:00:00,0xbb527d5c7157a5563e5bcbb47237d08987b8b403,22
TX-00224,P00224,https://agrismart.vn/trace/P00224,Standard - Farm to Market,2025-11-27 13:00:00,0xc098c90df975c75b5dba16a4219bc1be5cadbbeb,21
TX-00225,P00225,https://agrismart.vn/trace/P00225,Full - Seed to Table,2025-01-23 09:00:00,0x329d5eaac1fcb72c97c3c765467bac5786110127,17
TX-00226,P00226,https://agrismart.vn/trace/P00226,Standard - Farm to Market,2025-07-05 08:00:00,0x0713c0899546241d8289a8e97b4593744e3d52cc,17
TX-00227,P00227,https://agrismart.vn/trace/P00227,Full - Seed to Table,2025-01-28 16:00:00,0x620acce9e9698f465e5afd5e0c5861dfb1159e55,15
TX-00228,P00228,https://agrismart.vn/trace/P00228,Full - Seed to Table,2025-06-20 09:00:00,0xdd417220e8dc7a8a828a5f69e90d76561ee9cd37,12
TX-00230,P00230,https://agrismart.vn/trace/P00230,Standard - Farm to Market,2025-06-24 13:00:00,0xb7b501f5d1ba01db9b683ffab087af7cbfe780a9,15
TX-00231,P00231,https://agrismart.vn/trace/P00231,Full - Seed to Table,2025-11-26 10:00:00,0xf282cc2fab50bf740b9cc8be69c81053ff633f0e,16
TX-00232,P00232,https://agrismart.vn/trace/P00232,Standard - Farm to Market,2025-03-19 10:00:00,0x70262d5496ab8314c766ce0076f8d8093dde5550,17
TX-00233,P00233,https://agrismart.vn/trace/P00233,Full - Seed to Table,2025-07-14 14:00:00,0x051904ec5bb94bf213886f7f2ecca952119f6f79,16
TX-00235,P00235,https://agrismart.vn/trace/P00235,Standard - Farm to Market,2025-08-23 16:00:00,0xc9c7ea14d36dabdcae9bd1c36555887d4bc2a424,24
TX-00236,P00236,https://agrismart.vn/trace/P00236,Standard - Farm to Market,2025-09-07 10:00:00,0xc58c870fe8c108119eb9d0be14f57ac52008a5cd,13
TX-00238,P00238,https://agrismart.vn/trace/P00238,Full - Seed to Table,2025-04-01 12:00:00,0x02269e327890bfd03b35a0c1c0e81ac0de4daa09,14
TX-00239,P00239,https://agrismart.vn/trace/P00239,Standard - Farm to Market,2025-04-23 10:00:00,0x7117f677ace2d863d04de58ede60563e440bfaa9,12
TX-00240,P00240,https://agrismart.vn/trace/P00240,Full - Seed to Table,2025-01-18 14:00:00,0x8cba3404f99c0ef82fc081c46b9b4467e98e8f66,20
TX-00241,P00241,https://agrismart.vn/trace/P00241,Full - Seed to Table,2025-01-26 13:00:00,0x74c3f73d53c31e9ef6b4c4b21471ff61398094ea,14
TX-00242,P00242,https://agrismart.vn/trace/P00242,Standard - Farm to Market,2025-05-08 13:00:00,0x8bcbb088d0517d28fc6f149b92fc2705c401ddb8,24
TX-00243,P00243,https://agrismart.vn/trace/P00243,Full - Seed to Table,2025-01-28 12:00:00,0x24a4ba45f199a3001a7beb2f730ef546a74d545c,23
TX-00244,P00244,https://agrismart.vn/trace/P00244,Standard - Farm to Market,2025-01-03 08:00:00,0x4ee389b0db580d9e422e12a2308ee9adecdabc81,19
TX-00245,P00245,https://agrismart.vn/trace/P00245,Standard - Farm to Market,2025-09-16 09:00:00,0x3fc507e9c272dee907a6ba7365b361015a45741d,17
TX-00246,P00246,https://agrismart.vn/trace/P00246,Standard - Farm to Market,2025-12-19 13:00:00,0xd2052dd100f1f03aacd5a2cd521ff859e1be5b1c,24
TX-00248,P00248,https://agrismart.vn/trace/P00248,Standard - Farm to Market,2025-04-04 09:00:00,0x6dd2d05e3b93503d085f5cc1f9cea8caf1e8c3ca,13
TX-00249,P00249,https://agrismart.vn/trace/P00249,Standard - Farm to Market,2025-10-13 10:00:00,0xbfdabe7555ae7e485859b6f50b933dcb2f31c9a8,24
TX-00251,P00251,https://agrismart.vn/trace/P00251,Standard - Farm to Market,2025-12-25 10:00:00,0xb5b468ac71b24ffb3a1ce8b5de3864c39980c59f,23
TX-00252,P00252,https://agrismart.vn/trace/P00252,Standard - Farm to Market,2025-01-01 09:00:00,0x487a892a2f9f42129799b83cabd2535486530a41,14
TX-00253,P00253,https://agrismart.vn/trace/P00253,Full - Seed to Table,2025-09-09 08:00:00,0x3304dd7a71937fd86d45e756daf148a0f1fc0c76,16
TX-00254,P00254,https://agrismart.vn/trace/P00254,Standard - Farm to Market,2025-09-03 14:00:00,0x15806a60b09c115b78de1b6e3f8d09c2601cb648,23
TX-00255,P00255,https://agrismart.vn/trace/P00255,Standard - Farm to Market,2025-08-13 13:00:00,0x48419f72e1767ff91577a35d00367cbe650f81c5,20
TX-00256,P00256,https://agrismart.vn/trace/P00256,Standard - Farm to Market,2025-03-17 13:00:00,0x7322f6be3654d5258fe3a2c06c8795864bb7b79d,16
TX-00257,P00257,https://agrismart.vn/trace/P00257,Standard - Farm to Market,2025-09-17 09:00:00,0xca7b9b76f677e0c7a3180d3d3bdc2e33791dc3b4,23
TX-00258,P00258,https://agrismart.vn/trace/P00258,Full - Seed to Table,2025-11-27 09:00:00,0x6ccdce18bad549a25dc735a012a2cc22d52b8e49,15
TX-00260,P00260,https://agrismart.vn/trace/P00260,Standard - Farm to Market,2025-07-01 10:00:00,0xa917c476c5db196d3ba92e4f60c2656fa375cc3c,13
TX-00261,P00261,https://agrismart.vn/trace/P00261,Standard - Farm to Market,2025-07-28 11:00:00,0x7dc1b5dda464ab53715c7e3e8d65ceeba0ff7ede,18
TX-00262,P00262,https://agrismart.vn/trace/P00262,Standard - Farm to Market,2025-09-13 10:00:00,0xf45aad76c9d1e054c93514b8bb6474841423f7a6,13
TX-00263,P00263,https://agrismart.vn/trace/P00263,Full - Seed to Table,2025-09-02 14:00:00,0x597d71c41deb37da94b41da89dceaa74464ea9c7,19
TX-00264,P00264,https://agrismart.vn/trace/P00264,Full - Seed to Table,2025-09-27 08:00:00,0x60bbdcae1e8cff9494bc4c9f6ac3456e36204924,18
TX-00267,P00267,https://agrismart.vn/trace/P00267,Standard - Farm to Market,2025-03-25 15:00:00,0x85cc5c6b1ababd0802ee94c7833e69c24fe15e55,23
TX-00268,P00268,https://agrismart.vn/trace/P00268,Standard - Farm to Market,2025-12-07 16:00:00,0x2d5cad1e790777c90a24daebc7e6e652f52681a1,23
TX-00271,P00271,https://agrismart.vn/trace/P00271,Standard - Farm to Market,2025-08-19 14:00:00,0x31ee34815d15eb96f09161ca89137183e1b03640,18
TX-00272,P00272,https://agrismart.vn/trace/P00272,Full - Seed to Table,2025-04-27 15:00:00,0x18258ec5b6b711102a694645609817386d02b7e0,22
TX-00273,P00273,https://agrismart.vn/trace/P00273,Full - Seed to Table,2025-09-15 15:00:00,0x9a168a80e11ed317069692ebdab304a974d320e4,19
TX-00274,P00274,https://agrismart.vn/trace/P00274,Full - Seed to Table,2025-02-02 15:00:00,0xe7847ba207e213e97a51568d3c7b6a67c450740d,20
TX-00276,P00276,https://agrismart.vn/trace/P00276,Full - Seed to Table,2025-04-11 11:00:00,0xb1568620f709db3da0c066a36a237463809f4bff,18
TX-00277,P00277,https://agrismart.vn/trace/P00277,Standard - Farm to Market,2025-06-25 13:00:00,0xc3787fb0f585597462262949affccd3678f8c0aa,12
TX-00279,P00279,https://agrismart.vn/trace/P00279,Standard - Farm to Market,2025-10-18 11:00:00,0xe469d2616ec9fe9e5fa336cf015ad98fd733213e,21
TX-00280,P00280,https://agrismart.vn/trace/P00280,Standard - Farm to Market,2025-06-19 11:00:00,0xfc841253714560dd22ac4876a121ca4b6485abb2,17
TX-00281,P00281,https://agrismart.vn/trace/P00281,Full - Seed to Table,2025-02-20 12:00:00,0x13b9926ac85b9fe1e28f9255cfd41dc6964295fe,15
TX-00282,P00282,https://agrismart.vn/trace/P00282,Full - Seed to Table,2025-09-02 11:00:00,0x54f20f2840b852529d2b433f7e9760163293d8e9,14
TX-00283,P00283,https://agrismart.vn/trace/P00283,Standard - Farm to Market,2025-01-22 10:00:00,0xc27e423523193626109b3b3e5f5b6ea072d0c8df,23
TX-00284,P00284,https://agrismart.vn/trace/P00284,Standard - Farm to Market,2025-11-04 16:00:00,0x4e44817bd17be1fdb188cb6e2b4e56612d2ea5be,13
TX-00286,P00286,https://agrismart.vn/trace/P00286,Full - Seed to Table,2025-06-14 16:00:00,0x3531ef886cebf58a509cd20ae0c0d8c9343ede68,24
TX-00287,P00287,https://agrismart.vn/trace/P00287,Full - Seed to Table,2025-09-11 13:00:00,0xd03f1e44709c8e2c0baf098f7a8eb0b666928b7d,12
TX-00289,P00289,https://agrismart.vn/trace/P00289,Standard - Farm to Market,2025-08-21 10:00:00,0xbcc3b8d17e01c011c704c14903d54560fbf2f06a,24
TX-00290,P00290,https://agrismart.vn/trace/P00290,Full - Seed to Table,2025-02-16 13:00:00,0xde0e0ed67343a6ff49a0e3f505d718e31114dea2,20
TX-00291,P00291,https://agrismart.vn/trace/P00291,Standard - Farm to Market,2025-01-19 12:00:00,0x302af756a5d6474209cee2cfcdc05223ac74165f,18
TX-00292,P00292,https://agrismart.vn/trace/P00292,Standard - Farm to Market,2025-10-09 12:00:00,0x7885d9a5be6ac8364e3a76336e665e0c923e6a1d,21
TX-00293,P00293,https://agrismart.vn/trace/P00293,Full - Seed to Table,2025-12-22 16:00:00,0x0809519801809b4111337074acb48111a44141fb,15
TX-00295,P00295,https://agrismart.vn/trace/P00295,Standard - Farm to Market,2025-06-08 16:00:00,0x885c0d4d3d790307793feea8d7df530fa29d18d2,21
TX-00296,P00296,https://agrismart.vn/trace/P00296,Standard - Farm to Market,2025-02-16 09:00:00,0x0692c6ae965e27e35996ba0b2a882c0e4e444a60,24
TX-00297,P00297,https://agrismart.vn/trace/P00297,Full - Seed to Table,2025-07-15 14:00:00,0x50a9f69a0f41dbc18d29bdd452bc43dbee383a8a,23
TX-00299,P00299,https://agrismart.vn/trace/P00299,Full - Seed to Table,2025-10-05 16:00:00,0x3b01fc286638aff2664e77fd82ae2a162b0b64e5,14
TX-00300,P00300,https://agrismart.vn/trace/P00300,Full - Seed to Table,2025-11-26 16:00:00,0x7924a07285341df4d6fcd009d5c0dd1589c541b1,19
TX-00301,P00301,https://agrismart.vn/trace/P00301,Standard - Farm to Market,2025-10-17 09:00:00,0x0d2984daf86c14aeffc361ddc9e121736fbc530f,23
TX-00302,P00302,https://agrismart.vn/trace/P00302,Standard - Farm to Market,2025-02-05 09:00:00,0x0b71a0a2604a51119cdb3a2140d3598b7bc430b4,24
TX-00303,P00303,https://agrismart.vn/trace/P00303,Standard - Farm to Market,2025-02-04 09:00:00,0x1bf13992eabf2ee0e10cea8b45834438d483a737,18
TX-00305,P00305,https://agrismart.vn/trace/P00305,Full - Seed to Table,2025-06-17 15:00:00,0x9f204d29862c1e9c56213dfe5a18dc113a6d440c,22
TX-00306,P00306,https://agrismart.vn/trace/P00306,Standard - Farm to Market,2025-03-28 16:00:00,0x47fb6b96ef78c1921734116d266fbe9e0bc6f8d4,16
TX-00308,P00308,https://agrismart.vn/trace/P00308,Standard - Farm to Market,2025-02-04 13:00:00,0xbb65f759d488e7ae345a4236dfe34b28ca9124d3,19
TX-00309,P00309,https://agrismart.vn/trace/P00309,Full - Seed to Table,2025-07-10 11:00:00,0x66d5f56d8782e803fad4f18d652a069ea578a232,16
TX-00311,P00311,https://agrismart.vn/trace/P00311,Full - Seed to Table,2025-07-19 11:00:00,0x85a3d37c6c435880616594d09c2f4d7d58483394,15
TX-00312,P00312,https://agrismart.vn/trace/P00312,Standard - Farm to Market,2025-02-07 12:00:00,0x47a4757256821df28d21ab62d649b2396a3c9095,15
TX-00314,P00314,https://agrismart.vn/trace/P00314,Full - Seed to Table,2025-08-19 08:00:00,0xa38a42a6cc7ad6d399d4a0ed4de712bda8f92eb8,14
TX-00316,P00316,https://agrismart.vn/trace/P00316,Standard - Farm to Market,2025-02-11 16:00:00,0x8b41b6b2a12fad6b497a3375b85fcb789e16d723,16
TX-00317,P00317,https://agrismart.vn/trace/P00317,Standard - Farm to Market,2025-04-14 15:00:00,0x2186c70bad91d78af762921d00c5920b9aa87cbd,24
TX-00318,P00318,https://agrismart.vn/trace/P00318,Standard - Farm to Market,2025-09-18 16:00:00,0xbb1d5c224acd29d0e798bd880dce86cff08b5823,17
TX-00319,P00319,https://agrismart.vn/trace/P00319,Full - Seed to Table,2025-05-02 12:00:00,0xde28f36ab35e293c656b237f915aecc30950f007,21
TX-00320,P00320,https://agrismart.vn/trace/P00320,Standard - Farm to Market,2025-03-17 16:00:00,0x7176547716b3b2e931139e2eaf050d4d116f3c22,15
TX-00321,P00321,https://agrismart.vn/trace/P00321,Standard - Farm to Market,2025-03-24 08:00:00,0x1a2992b524f920214c45cc30d435cb58001eeea3,21
TX-00322,P00322,https://agrismart.vn/trace/P00322,Standard - Farm to Market,2025-11-01 11:00:00,0xf07c8dff9b34bb4b7b7bc52bdbbe5c4f551d904c,13
TX-00323,P00323,https://agrismart.vn/trace/P00323,Full - Seed to Table,2025-03-07 12:00:00,0x5fd89caee98f3f60aab1ee04f54c0a6a2ef962e8,18
TX-00324,P00324,https://agrismart.vn/trace/P00324,Full - Seed to Table,2025-03-20 08:00:00,0xa92cac3cdf7e002d511e51a45e0ffca0fdeef4f8,23
TX-00325,P00325,https://agrismart.vn/trace/P00325,Standard - Farm to Market,2025-04-09 11:00:00,0xaf45d71c65acc7a77730546058ea0b87d4fb50d5,18
TX-00326,P00326,https://agrismart.vn/trace/P00326,Full - Seed to Table,2025-09-24 15:00:00,0xa8a166e148d183c7d408c5f16a58ce86093d0541,23
TX-00327,P00327,https://agrismart.vn/trace/P00327,Full - Seed to Table,2025-11-15 09:00:00,0x29425ced323b09e3596b81ae1ccd1ae64c455fa1,24
TX-00328,P00328,https://agrismart.vn/trace/P00328,Standard - Farm to Market,2025-10-05 12:00:00,0xb4428e6ed469373d53720a91dfe82ae79b873664,19
TX-00329,P00329,https://agrismart.vn/trace/P00329,Standard - Farm to Market,2025-04-02 13:00:00,0xce53ff6e02b41aa9b3f365b2c3eae092f2c686a2,18
TX-00330,P00330,https://agrismart.vn/trace/P00330,Full - Seed to Table,2025-12-12 13:00:00,0x58f9456f3ef814ec074484e1adf1176f0fb00ba0,21
TX-00331,P00331,https://agrismart.vn/trace/P00331,Standard - Farm to Market,2025-05-27 12:00:00,0xc3a517062726a9a4d4359a2300c4109b9bd843e0,13
TX-00332,P00332,https://agrismart.vn/trace/P00332,Standard - Farm to Market,2025-07-26 16:00:00,0x20398a9be7c118bbc7a88de11cd1d548c69228f3,12
TX-00333,P00333,https://agrismart.vn/trace/P00333,Standard - Farm to Market,2025-07-08 11:00:00,0x379267974a10794895b44c06ad648ac511845255,15
TX-00335,P00335,https://agrismart.vn/trace/P00335,Full - Seed to Table,2025-11-08 16:00:00,0x0e963724b8e4c6c81e6586dd239fec0065ab439d,23
TX-00336,P00336,https://agrismart.vn/trace/P00336,Full - Seed to Table,2025-11-12 14:00:00,0xc85a7760cfd8532a0da8b4d50ac14d07d6a318bb,20
TX-00337,P00337,https://agrismart.vn/trace/P00337,Standard - Farm to Market,2025-09-27 15:00:00,0xd0e6a2fc2c790598ba4a08078bdb62891caa815f,15
TX-00338,P00338,https://agrismart.vn/trace/P00338,Standard - Farm to Market,2025-10-07 12:00:00,0x6ba7fdd7dbe71d86e9892c2e46b000336a8fb509,18
TX-00340,P00340,https://agrismart.vn/trace/P00340,Standard - Farm to Market,2025-04-18 15:00:00,0x5a1ccc8b3182a2d5f2603a10a040c7afc2c3440d,22
TX-00341,P00341,https://agrismart.vn/trace/P00341,Full - Seed to Table,2025-04-28 12:00:00,0x78510d0edb5df51d2b5a11f74afc7e3fa3e1e44f,21
TX-00342,P00342,https://agrismart.vn/trace/P00342,Standard - Farm to Market,2025-07-01 14:00:00,0x9335f9f7355288ad560b0ecb05e9e7c26ed92a9f,12
TX-00343,P00343,https://agrismart.vn/trace/P00343,Standard - Farm to Market,2025-03-08 16:00:00,0x1ba578edd31dd39c2c1e51065093ebae3eb053a9,17
TX-00344,P00344,https://agrismart.vn/trace/P00344,Standard - Farm to Market,2025-10-27 13:00:00,0x743fd3434c895b4234e36e5e58be87632a7a9ec5,14
TX-00347,P00347,https://agrismart.vn/trace/P00347,Standard - Farm to Market,2025-07-08 08:00:00,0x1f4f6136b86b982ebe774ce668fedf442dfa02b3,17
TX-00348,P00348,https://agrismart.vn/trace/P00348,Standard - Farm to Market,2025-07-06 11:00:00,0x857c5dff865e6bc6c498f3468eb6c2520a070d95,18
TX-00349,P00349,https://agrismart.vn/trace/P00349,Standard - Farm to Market,2025-02-19 09:00:00,0x9c3bcbf141704f666a02ba18edebfe3a921e4608,17
TX-00350,P00350,https://agrismart.vn/trace/P00350,Full - Seed to Table,2025-03-02 09:00:00,0x108062c976d4c06b2f4d335b7ac8b65ddba4706a,23
TX-00351,P00351,https://agrismart.vn/trace/P00351,Full - Seed to Table,2025-12-21 12:00:00,0xe0e9f447d6a37ab4b6258a9d0c9a186df1683353,23
TX-00352,P00352,https://agrismart.vn/trace/P00352,Standard - Farm to Market,2025-08-09 08:00:00,0xdee63c1919a723f5d52f1e3514f2af325e045ea1,12
TX-00353,P00353,https://agrismart.vn/trace/P00353,Standard - Farm to Market,2025-10-18 08:00:00,0xa42e2b504f41881f65128b2d3ba706553d0bedfa,20
TX-00354,P00354,https://agrismart.vn/trace/P00354,Standard - Farm to Market,2025-08-25 13:00:00,0xf550a0e63990f0b5e0e6991b81a483d843079ab0,12
TX-00355,P00355,https://agrismart.vn/trace/P00355,Standard - Farm to Market,2025-11-25 09:00:00,0xb0336b2adfa8a2a6699af8b052150d18b6fa8a47,20
TX-00356,P00356,https://agrismart.vn/trace/P00356,Full - Seed to Table,2025-02-14 16:00:00,0x1507fa067b94a59c31c854bc08261dd9bbdd4eaf,18
TX-00357,P00357,https://agrismart.vn/trace/P00357,Full - Seed to Table,2025-06-13 12:00:00,0xdb2e42d73cb644ef2288a1f6302febb9e7f8636a,16
TX-00358,P00358,https://agrismart.vn/trace/P00358,Full - Seed to Table,2025-12-10 10:00:00,0xf63fd3d25f95fbdd1e367c28c082e885915debaf,22
TX-00360,P00360,https://agrismart.vn/trace/P00360,Standard - Farm to Market,2025-02-20 11:00:00,0xe478394aa73a9577a8459df1e2b24e6ed6686895,15
TX-00361,P00361,https://agrismart.vn/trace/P00361,Standard - Farm to Market,2025-09-21 12:00:00,0xe53a6b70bea8c9aff5d024c5e374c1c8115c9415,14
TX-00362,P00362,https://agrismart.vn/trace/P00362,Full - Seed to Table,2025-09-01 15:00:00,0xba42db8ea324721028a688e3e7b180ac0703b33f,13
TX-00363,P00363,https://agrismart.vn/trace/P00363,Standard - Farm to Market,2025-06-09 11:00:00,0xca7ab6627bc9c5837698f0be35831f6df79af08a,21
TX-00364,P00364,https://agrismart.vn/trace/P00364,Full - Seed to Table,2025-12-01 08:00:00,0xe17659fcd55051ae534926599585183da3262653,21
TX-00366,P00366,https://agrismart.vn/trace/P00366,Full - Seed to Table,2025-05-10 12:00:00,0x05d6a0fb3d7239c7709f80710235fe4ef5c6d24c,23
TX-00367,P00367,https://agrismart.vn/trace/P00367,Standard - Farm to Market,2025-10-18 15:00:00,0x84c5a56477dcd69e21f8b2a6c9f7c37ea90e6952,17
TX-00368,P00368,https://agrismart.vn/trace/P00368,Standard - Farm to Market,2025-06-14 16:00:00,0x5a10f83e64773589ffef8ebf75fd5dd8feaf9018,14
TX-00369,P00369,https://agrismart.vn/trace/P00369,Standard - Farm to Market,2025-09-04 13:00:00,0xcef164992b73e9eba7b861cd9ecfda3d6f49d216,21
TX-00370,P00370,https://agrismart.vn/trace/P00370,Standard - Farm to Market,2025-05-04 12:00:00,0xb9e2f9fe22e26996280202684fa5b280cef1716c,22
TX-00371,P00371,https://agrismart.vn/trace/P00371,Full - Seed to Table,2025-07-03 14:00:00,0x63c76209800a2f0499471e071ddeb22d7417d069,22
TX-00372,P00372,https://agrismart.vn/trace/P00372,Full - Seed to Table,2025-03-16 13:00:00,0x792c9064ae36348b55063395015146142423253a,12
TX-00374,P00374,https://agrismart.vn/trace/P00374,Standard - Farm to Market,2025-09-10 15:00:00,0xdbf72a186ec4d5cda68338a5576a01c4f769993d,21
TX-00375,P00375,https://agrismart.vn/trace/P00375,Full - Seed to Table,2025-05-25 13:00:00,0x3e7456b877e85be9bc930fa5f4c27ef97f9359e1,16
TX-00377,P00377,https://agrismart.vn/trace/P00377,Full - Seed to Table,2025-06-16 08:00:00,0x301f7240d4ae0cc5b0c878b6a574587387b10c9c,19
TX-00378,P00378,https://agrismart.vn/trace/P00378,Standard - Farm to Market,2025-09-23 10:00:00,0xeab57dc656adc77b1ca5a3f99ba4322f8313823a,17
TX-00379,P00379,https://agrismart.vn/trace/P00379,Full - Seed to Table,2025-12-16 16:00:00,0x3e2bccedfae567f6de9290be7152366f6b8800ba,18
TX-00380,P00380,https://agrismart.vn/trace/P00380,Full - Seed to Table,2025-11-05 16:00:00,0x0c82548d764c2ba6dac65ca22757ddf160ddf516,24
TX-00381,P00381,https://agrismart.vn/trace/P00381,Full - Seed to Table,2025-12-01 08:00:00,0xdac200866bf888c4e757cf64f19002194fb7b35d,20
TX-00382,P00382,https://agrismart.vn/trace/P00382,Full - Seed to Table,2025-06-05 15:00:00,0x4b54b8d7593dbb458b8266b1b58308f21a3a82b9,21
TX-00383,P00383,https://agrismart.vn/trace/P00383,Standard - Farm to Market,2025-03-26 09:00:00,0x8a4749dfea55a053ea5538f784ec7f4af1361f8b,12
TX-00384,P00384,https://agrismart.vn/trace/P00384,Full - Seed to Table,2025-05-08 08:00:00,0xd9b8d9fa14b0d8baab6617fa37f8248b2120280c,15
TX-00385,P00385,https://agrismart.vn/trace/P00385,Full - Seed to Table,2025-04-15 08:00:00,0x290dd23de00e4eed68b5ba500023c16dfa72655b,19
TX-00386,P00386,https://agrismart.vn/trace/P00386,Full - Seed to Table,2025-10-24 08:00:00,0x7da43af2e2f942df5d2eee800c7612d61c71aa11,22
TX-00387,P00387,https://agrismart.vn/trace/P00387,Standard - Farm to Market,2025-12-25 14:00:00,0xb140bb0141ef2003013a7fb93efd0c2ed3275711,17
TX-00388,P00388,https://agrismart.vn/trace/P00388,Standard - Farm to Market,2025-04-19 09:00:00,0xb7c64af63d6b6b79296d78d5d8ed4ea2eb3e2356,17
TX-00389,P00389,https://agrismart.vn/trace/P00389,Standard - Farm to Market,2025-05-03 10:00:00,0xd734d4d71a64e15f332cd7be7b81fa5c40657e89,13
TX-00390,P00390,https://agrismart.vn/trace/P00390,Full - Seed to Table,2025-08-24 11:00:00,0x009bd344e709a06d0313c94f6f1e32b8d304dd37,19
TX-00391,P00391,https://agrismart.vn/trace/P00391,Standard - Farm to Market,2025-12-04 14:00:00,0x71bc47fe7287c9e90e910ee92d979d5e45f8e633,12
TX-00392,P00392,https://agrismart.vn/trace/P00392,Standard - Farm to Market,2025-10-21 13:00:00,0x41614728f0751d76776d550c76f47d7ed8fa1782,21
TX-00393,P00393,https://agrismart.vn/trace/P00393,Full - Seed to Table,2025-04-15 10:00:00,0x475e7e43f3b0702aa1a08a36b499099d4d493961,17
TX-00395,P00395,https://agrismart.vn/trace/P00395,Standard - Farm to Market,2025-03-24 12:00:00,0xe8d20688758dbc65bfa682d8dd47b0cf1784030f,21
TX-00396,P00396,https://agrismart.vn/trace/P00396,Full - Seed to Table,2025-01-19 11:00:00,0x57d99bef23a2a0f42e5a70f7257a2bccf7cc1e84,17
TX-00397,P00397,https://agrismart.vn/trace/P00397,Full - Seed to Table,2025-05-15 13:00:00,0xfea2bbf1874e1fd9851685b09aab30b2dc8d3aad,24
TX-00398,P00398,https://agrismart.vn/trace/P00398,Full - Seed to Table,2025-11-07 13:00:00,0x940751c5b6c0ccee27bc8218ed3626ef7070400b,19
TX-00399,P00399,https://agrismart.vn/trace/P00399,Standard - Farm to Market,2025-04-23 12:00:00,0xd3921d203647f3093b0358d9e534b4bcf162e98f,16
TX-00400,P00400,https://agrismart.vn/trace/P00400,Full - Seed to Table,2025-01-01 15:00:00,0xf2eb2cd93c1a49342cf28708cb8c27ad7e3a4032,19
TX-00401,P00401,https://agrismart.vn/trace/P00401,Full - Seed to Table,2025-12-25 09:00:00,0xf57522174b036256a63f04006b57bcc17f247444,19
TX-00403,P00403,https://agrismart.vn/trace/P00403,Full - Seed to Table,2025-05-05 16:00:00,0x6ab66282b154396ac805279ca5238d94f2793f18,24
TX-00405,P00405,https://agrismart.vn/trace/P00405,Standard - Farm to Market,2025-04-15 14:00:00,0xb05a252403d529d1c455b4eb5d965e6ec885bb6e,23
TX-00406,P00406,https://agrismart.vn/trace/P00406,Full - Seed to Table,2025-08-07 10:00:00,0x7f86bff750ce848231bf2b8ef823177601ec75c9,15
TX-00407,P00407,https://agrismart.vn/trace/P00407,Full - Seed to Table,2025-03-16 13:00:00,0xf2a50c2fe584f020810b55809be98e19e384e2e0,15
TX-00408,P00408,https://agrismart.vn/trace/P00408,Standard - Farm to Market,2025-01-05 12:00:00,0x0ca95124b213a36c9ddd480cfbe42ff9e68a80f5,18
TX-00409,P00409,https://agrismart.vn/trace/P00409,Full - Seed to Table,2025-06-15 13:00:00,0x43072533f3fceabc3329d51f41488e237ee9ccf0,18
TX-00410,P00410,https://agrismart.vn/trace/P00410,Full - Seed to Table,2025-12-25 15:00:00,0x9a4df089e05830d027eb79b164280d86ff791c1d,15
TX-00411,P00411,https://agrismart.vn/trace/P00411,Standard - Farm to Market,2025-06-27 09:00:00,0x47e48d808c3ae8387cf657ec9c17e9aa710eaf50,14
TX-00412,P00412,https://agrismart.vn/trace/P00412,Standard - Farm to Market,2025-12-12 13:00:00,0xbbdf3289223a6c4e4181acb16243ce44bde4e4a4,15
TX-00413,P00413,https://agrismart.vn/trace/P00413,Standard - Farm to Market,2025-07-02 08:00:00,0xccd386a63ca8fbd6d015d2f8354a09448fa2bef9,22
