Production_ID,Farm_ID,Farmer_ID,Date,Crop,Quantity_Ton,Unit_Price_VND,Revenue_VND,Cost_VND,Profit_VND,AI_Prediction_Accuracy,AI_Error_%,Disease_Risk,Weather_Risk,ESG_Score
P00224,FM080,F080,2025-11-27,Cà phê,24.3,29194,709414.2000000001,430521,278893.20000000007,96,4.6,High,High,82
P00225,FM063,F063,2025-01-23,Cà phê,5.8,8097,46962.6,31220,15742.599999999999,88,12.7,Medium,High,80
P00226,FM035,F035,2025-07-05,Thanh long,14.9,30298,451440.2,303064,148376.2,89,12.6,Medium,Low,86
P00227,FM050,F050,2025-01-28,Sầu riêng,8.8,69971,615744.8,287629,328115.80000000005,88,12.2,Low,Low,72
P00228,FM059,F059,2025-06-20,Lúa,39.4,31752,1251028.8,663097,587931.8,96,5.8,Low,High,78
P00229,FM013,F013,2025-09-18,Cà phê,38.1,72282,2753944.2,1395643,1358301.2000000002,95,6.5,Low,Low,87
P00230,FM017,F017,2025-06-24,Cà phê,10.9,57450,626205.0,406931,219274.0,92,9.9,High,High,91
P00231,FM034,F034,2025-11-26,Lúa,39.8,75579,3008044.1999999997,1789808,1218236.1999999997,96,5.7,Medium,Low,92
P00232,FM003,F003,2025-03-19,Xoài,17.8,36881,656481.8,443773,212708.80000000005,96,5.7,Medium,Low,88
P00233,FM023,F023,2025-07-14,Lúa,32.7,64731,2116703.7,1384835,731868.7000000002,93,8.4,Low,High,90
P00234,FM023,F023,2025-01-05,Lúa,30.3,82592,2502537.6,1746266,756271.6000000001,92,9.8,High,Low,91
P00235,FM023,F023,2025-08-23,Cà phê,41.6,72515,3016624.0,1733930,1282694.0,93,8.9,Low,Low,94
P00236,FM009,F009,2025-09-07,Lúa,2.1,78751,165377.1,84096,81281.1,95,6.6,High,Low,94
P00237,FM030,F030,2025-05-24,Thanh long,15.2,54930,834936.0,539776,295160.0,98,3.8,Low,High,95
P00238,FM072,F072,2025-04-01,Sầu riêng,11.9,9522,113311.8,78905,34406.8,97,4.6,Medium,Medium,71
P00239,FM046,F046,2025-04-23,Xoài,29.7,81655,2425153.5,1147261,1277892.5,89,11.5,Medium,Medium,93
P00240,FM023,F023,2025-01-18,Cà phê,44.9,28434,1276686.5999999999,854017,422669.59999999986,89,11.6,Medium,High,75
P00241,FM031,F031,2025-01-26,Sầu riêng,47.1,59926,2822514.6,1725498,1097016.6,94,7.7,High,High,80
P00242,FM073,F073,2025-05-08,Xoài,36.1,80413,2902909.3000000003,1504459,1398450.3000000003,89,12.5,High,Low,83
P00243,FM046,F046,2025-01-28,Sầu riêng,36.1,16217,585433.7000000001,357749,227684.70000000007,94,7.6,Low,High,70
P00244,FM011,F011,2025-01-03,Sầu riêng,2.1,23994,50387.4,28735,21652.4,88,12.8,High,Medium,87
P00245,FM071,F071,2025-09-16,Sầu riêng,19.9,55238,1099236.2,587727,511509.19999999995,92,9.9,High,Low,77
P00246,FM079,F079,2025-12-19,Thanh long,42.1,65049,2738562.9,1484855,1253707.9,96,4.8,Low,Medium,71
P00247,FM026,F026,2025-10-02,Lúa,10.7,77970,834279.0,481939,352340.0,97,4.4,Medium,Medium,73
P00248,FM097,F097,2025-04-04,Xoài,11.1,16472,182839.19999999998,100258,82581.19999999998,91,10.3,Medium,Low,92
P00249,FM003,F003,2025-10-13,Lúa,48.6,32665,1587519.0,800114,787405.0,88,12.7,Low,High,78
P00250,FM092,F092,2025-01-09,Cà phê,10.8,58120,627696.0,387381,240315.0,88,13.2,Medium,Low,85
P00251,FM069,F069,2025-12-25,Lúa,32.5,43521,1414432.5,862108,552324.5,97,4.7,Low,Medium,81
P00252,FM061,F061,2025-01-01,Sầu riêng,27.0,26450,714150.0,420175,293975.0,88,13.0,Medium,Medium,78
P00253,FM097,F097,2025-09-09,Xoài,8.3,31578,262097.40000000002,156162,105935.40000000002,89,11.0,Medium,High,75
P00254,FM048,F048,2025-09-03,Thanh long,8.8,64832,570521.6000000001,316715,253806.6000000001,92,8.7,Medium,Medium,72
P00255,FM026,F026,2025-08-13,Lúa,34.6,48064,1663014.4000000001,1156582,506432.40000000014,88,12.1,Medium,Medium,94
P00256,FM039,F039,2025-03-17,Sầu riêng,42.0,42019,1764798.0,993050,771748.0,94,6.6,Medium,High,98
P00257,FM069,F069,2025-09-17,Lúa,13.4,58762,787410.8,368914,418496.80000000005,97,4.0,Medium,Low,87
P00258,FM042,F042,2025-11-27,Sầu riêng,42.5,15774,670395.0,317650,352745.0,93,8.2,Medium,Medium,80
P00259,FM020,F020,2025-07-07,Xoài,3.0,38413,115239.0,73246,41993.0,89,11.1,Medium,High,78
P00260,FM098,F098,2025-07-01,Thanh long,29.7,81789,2429133.3,1553342,875791.2999999998,88,13.0,Low,Medium,91
P00261,FM056,F056,2025-07-28,Sầu riêng,34.3,71485,2451935.5,1399226,1052709.5,91,10.0,Low,Medium,83
P00262,FM097,F097,2025-09-13,Sầu riêng,48.0,57555,2762640.0,1295020,1467620.0,89,12.0,Medium,Medium,81
P00263,FM010,F010,2025-09-02,Sầu riêng,12.0,18595,223140.0,138805,84335.0,92,8.2,Low,Low,80
P00264,FM091,F091,2025-09-27,Lúa,23.6,9482,223775.2,126355,97420.20000000001,88,12.4,High,High,71
P00265,FM093,F093,2025-12-02,Xoài,2.8,23185,64917.99999999999,44915,20002.999999999993,91,10.1,Low,Low,71
P00266,FM018,F018,2025-10-06,Thanh long,20.2,44836,905687.2,476857,428830.19999999995,95,5.1,Low,Medium,93
P00267,FM087,F087,2025-03-25,Xoài,29.7,17303,513899.1,273602,240297.09999999998,98,2.7,Low,High,94
P00268,FM095,F095,2025-12-07,Lúa,7.4,74187,548983.8,350541,198442.80000000005,95,6.5,High,Low,81
P00269,FM098,F098,2025-11-07,Sầu riêng,46.0,49276,2266696.0,1555074,711622.0,91,10.3,Medium,High,81
P00270,FM040,F040,2025-04-24,Thanh long,39.6,11273,446410.8,236420,209990.8,90,11.9,High,High,91
P00271,FM036,F036,2025-08-19,Xoài,6.6,64659,426749.39999999997,200471,226278.39999999997,89,12.9,Low,Medium,76
P00272,FM013,F013,2025-04-27,Lúa,26.8,25787,691091.6,324873,366218.6,90,10.6,High,Low,77
P00273,FM023,F023,2025-09-15,Lúa,15.9,34358,546292.2000000001,337105,209187.20000000007,93,8.4,Low,High,70
P00274,FM075,F075,2025-02-02,Cà phê,49.5,49816,2465892.0,1217160,1248732.0,91,9.5,High,Low,81
P00275,FM015,F015,2025-02-06,Lúa,25.7,74673,1919096.0999999999,1111424,807672.0999999999,90,10.5,Low,Low,96
P00276,FM061,F061,2025-04-11,Thanh long,48.7,55003,2678646.1,1600845,1077801.1,88,12.1,Low,High,80
P00277,FM045,F045,2025-06-25,Cà phê,28.3,21787,616572.1,378741,237831.09999999998,92,8.4,High,Medium,82
P00278,FM070,F070,2025-10-28,Sầu riêng,37.1,63073,2340008.3000000003,1255855,1084153.3000000003,89,12.3,High,High,95
P00279,FM091,F091,2025-10-18,Lúa,25.8,10451,269635.8,183902,85733.79999999999,91,10.6,Low,Low,98
P00280,FM025,F025,2025-06-19,Xoài,16.6,36206,601019.6000000001,321274,279745.6000000001,90,11.4,Low,Low,72
P00281,FM073,F073,2025-02-20,Thanh long,36.9,58775,2168797.5,1291782,877015.5,98,3.9,Low,Low,94
P00282,FM037,F037,2025-09-02,Cà phê,32.3,61175,1975952.4999999998,1234115,741837.4999999998,95,5.5,High,High,96
P00283,FM002,F002,2025-01-22,Thanh long,20.7,49839,1031667.2999999999,611004,420663.29999999993,98,3.1,High,Medium,75
P00284,FM022,F022,2025-11-04,Lúa,4.9,22035,107971.50000000001,51550,56421.500000000015,97,4.8,High,High,70
P00285,FM071,F071,2025-07-19,Xoài,34.4,43525,1497260.0,927023,570237.0,89,12.1,High,Low,92
P00286,FM056,F056,2025-06-14,Cà phê,36.9,9371,345789.89999999997,197735,148054.89999999997,88,13.8,High,High,82
P00287,FM015,F015,2025-09-11,Lúa,5.1,80404,410060.39999999997,214579,195481.39999999997,89,11.1,Medium,Low,78
P00288,FM028,F028,2025-04-17,Xoài,21.3,76929,1638587.7,937595,700992.7,96,6.0,High,Low,92
P00289,FM088,F088,2025-08-21,Sầu riêng,11.7,69598,814296.6,463492,350804.6,93,8.0,High,High,84
P00290,FM045,F045,2025-02-16,Sầu riêng,15.0,8309,124635.0,56274,68361.0,92,8.7,High,High,76
P00291,FM087,F087,2025-01-19,Lúa,13.2,54721,722317.2,418380,303937.19999999995,90,11.9,Low,Medium,74
P00292,FM088,F088,2025-10-09,Lúa,35.9,60348,2166493.1999999997,1391825,774668.1999999997,96,5.9,Medium,Medium,86
P00293,FM015,F015,2025-12-22,Thanh long,41.3,73252,3025307.5999999996,1556000,1469307.5999999996,92,9.2,High,Medium,79
P00294,FM089,F089,2025-11-17,Thanh long,44.8,41348,1852390.4,964799,887591.3999999999,94,6.4,High,Medium,79
P00295,FM056,F056,2025-06-08,Lúa,43.1,49398,2129053.8000000003,1012309,1116744.8000000003,89,11.8,Low,High,94
P00296,FM066,F066,2025-02-16,Xoài,17.9,38172,683278.7999999999,456895,226383.79999999993,96,4.7,High,High,98
P00297,FM083,F083,2025-07-15,Cà phê,48.8,57391,2800680.8,1445554,1355126.7999999998,94,6.7,High,High,90
P00298,FM047,F047,2025-12-05,Sầu riêng,4.8,57537,276177.6,151658,124519.59999999998,94,6.4,Low,Low,74
P00299,FM013,F013,2025-10-05,Cà phê,36.9,36379,1342385.0999999999,847121,495264.09999999986,88,12.6,Low,High,75
P00300,FM081,F081,2025-11-26,Cà phê,32.0,67903,2172896.0,1256883,916013.0,95,6.9,Medium,High,70
P00301,FM070,F070,2025-10-17,Cà phê,9.1,16382,149076.19999999998,85962,63114.19999999998,93,8.6,Low,High,82
P00302,FM038,F038,2025-02-05,Sầu riêng,23.2,61626,1429723.2,944616,485107.19999999995,94,6.2,Low,Medium,90
P00303,FM068,F068,2025-02-04,Sầu riêng,40.3,62066,2501259.8,1377434,1123825.7999999998,92,9.2,Medium,High,75
P00304,FM005,F005,2025-07-23,Thanh long,5.8,15809,91692.2,42288,49404.2,95,6.6,High,High,94
P00305,FM076,F076,2025-06-17,Sầu riêng,3.2,68720,219904.0,122596,97308.0,95,5.3,Medium,Low,80
P00306,FM062,F062,2025-03-28,Sầu riêng,27.4,69779,1911944.5999999999,917089,994855.5999999999,90,11.8,Medium,High,82
P00307,FM024,F024,2025-02-08,Thanh long,36.2,51380,1859956.0000000002,1250386,609570.0000000002,95,5.4,Low,Medium,95
P00308,FM056,F056,2025-02-04,Xoài,48.2,82804,3991152.8000000003,2265578,1725574.8000000003,91,9.4,Medium,High,74
P00309,FM021,F021,2025-07-10,Thanh long,41.2,31082,1280578.4000000001,742545,538033.4000000001,96,4.4,High,High,91
P00310,FM085,F085,2025-05-03,Lúa,11.0,66357,729927.0,389064,340863.0,89,12.8,Medium,Low,70
P00311,FM088,F088,2025-07-19,Xoài,25.5,23167,590758.5,273275,317483.5,93,7.1,Medium,High,95
P00312,FM092,F092,2025-02-07,Thanh long,21.6,14459,312314.4,162297,150017.40000000002,98,3.5,Low,High,89
P00313,FM046,F046,2025-06-07,Lúa,9.7,43327,420271.89999999997,222838,197433.89999999997,91,9.2,Low,Low,73
P00314,FM006,F006,2025-08-19,Sầu riêng,22.6,57588,1301488.8,593675,707813.8,94,6.8,High,High,84
P00315,FM001,F001,2025-08-22,Cà phê,46.5,21709,1009468.5,476158,533310.5,95,6.6,Medium,Low,86
P00316,FM006,F006,2025-02-11,Thanh long,26.0,47262,1228812.0,723616,505196.0,89,11.8,Low,High,91
P00317,FM071,F071,2025-04-14,Thanh long,18.5,75997,1405944.5,925025,480919.5,90,11.9,Low,Low,98
P00318,FM045,F045,2025-09-18,Xoài,2.7,80726,217960.2,130571,87389.20000000001,92,8.9,Medium,Low,86
P00319,FM074,F074,2025-05-02,Sầu riêng,13.6,42600,579360.0,395461,183899.0,91,9.0,High,Medium,82
P00320,FM092,F092,2025-03-17,Sầu riêng,6.6,31097,205240.19999999998,111568,93672.19999999998,93,7.6,High,Low,92
P00321,FM022,F022,2025-03-24,Thanh long,34.7,47718,1655814.6,1094838,560976.6000000001,96,4.4,High,Low,93
P00322,FM057,F057,2025-11-01,Xoài,38.7,54181,2096804.7000000002,1458037,638767.7000000002,89,12.7,Medium,Medium,77
P00323,FM098,F098,2025-03-07,Cà phê,3.1,59257,183696.7,126498,57198.70000000001,97,3.9,Low,Low,89
P00324,FM093,F093,2025-03-20,Cà phê,4.8,34879,167419.19999999998,79346,88073.19999999998,96,5.8,High,High,81
P00325,FM056,F056,2025-04-09,Thanh long,8.8,58238,512494.4,325828,186666.40000000002,96,5.1,Medium,Low,81
P00326,FM019,F019,2025-09-24,Xoài,26.8,32332,866497.6,496364,370133.6,97,3.9,Medium,Low,80
P00327,FM076,F076,2025-11-15,Xoài,48.2,32554,1569102.8,760845,808257.8,96,4.5,High,Medium,82
P00328,FM084,F084,2025-10-05,Lúa,43.3,68361,2960031.3,1750978,1209053.2999999998,92,9.0,Low,High,78
P00329,FM067,F067,2025-04-02,Xoài,12.0,49753,597036.0,400359,196677.0,94,6.6,Medium,Medium,74
P00330,FM052,F052,2025-12-12,Lúa,35.0,28851,1009785.0,458414,551371.0,88,13.3,High,Low,73
P00331,FM036,F036,2025-05-27,Sầu riêng,34.6,41623,1440155.8,965327,474828.80000000005,89,12.2,Medium,Medium,86
P00332,FM086,F086,2025-07-26,Sầu riêng,37.6,71360,2683136.0,1467407,1215729.0,97,4.1,High,High,71
P00333,FM071,F071,2025-07-08,Lúa,36.1,15420,556662.0,298998,257664.0,89,12.9,Medium,High,75
P00334,FM027,F027,2025-10-18,Cà phê,16.6,27917,463422.2,237367,226055.2,94,7.9,Medium,Medium,80
P00335,FM019,F019,2025-11-08,Cà phê,23.9,21094,504146.6,271645,232501.59999999998,88,12.5,Low,Low,96
P00336,FM087,F087,2025-11-12,Thanh long,34.6,25297,875276.2000000001,457505,417771.20000000007,98,3.8,High,Low,93
P00337,FM080,F080,2025-09-27,Lúa,23.9,23735,567266.5,260820,306446.5,93,7.6,Medium,Medium,79
P00338,FM077,F077,2025-10-07,Lúa,48.8,18813,918074.3999999999,626910,291164.3999999999,88,12.6,Low,Medium,72
P00339,FM057,F057,2025-09-10,Lúa,39.2,73834,2894292.8000000003,1395732,1498560.8000000003,98,2.7,High,Low,93
P00340,FM054,F054,2025-04-18,Cà phê,8.8,67756,596252.8,382397,213855.80000000005,92,9.9,Low,Medium,84
P00341,FM012,F012,2025-04-28,Lúa,23.0,54996,1264908.0,643082,621826.0,95,5.3,Low,Medium,78
P00342,FM015,F015,2025-07-01,Xoài,17.6,38176,671897.6000000001,451051,220846.6000000001,96,5.3,High,Low,90
P00343,FM012,F012,2025-03-08,Thanh long,33.1,65370,2163747.0,1337312,826435.0,91,9.8,Medium,Low,70
P00344,FM072,F072,2025-10-27,Lúa,6.1,52133,318011.3,178002,140009.3,91,9.0,High,High,90
P00345,FM046,F046,2025-12-08,Sầu riêng,21.7,80699,1751168.3,1091678,659490.3,94,6.2,High,Low,90
P00346,FM063,F063,2025-12-20,Lúa,16.8,47935,805308.0,459276,346032.0,93,8.8,Medium,Medium,91
P00347,FM099,F099,2025-07-08,Xoài,25.1,83122,2086362.2000000002,1304500,781862.2000000002,89,11.4,Medium,Medium,98
P00348,FM064,F064,2025-07-06,Xoài,6.9,57567,397212.30000000005,269150,128062.30000000005,95,6.8,Medium,Low,88
P00349,FM023,F023,2025-02-19,Cà phê,9.2,43745,402453.99999999994,234969,167484.99999999994,90,10.5,Low,High,95
P00350,FM040,F040,2025-03-02,Lúa,45.2,32488,1468457.6,927978,540479.6000000001,92,9.8,Medium,Low,89
P00351,FM039,F039,2025-12-21,Cà phê,32.0,81260,2600320.0,1662621,937699.0,92,8.3,Medium,High,73
P00352,FM026,F026,2025-08-09,Sầu riêng,19.2,70528,1354137.5999999999,924863,429274.59999999986,94,7.1,Medium,Low,80
P00353,FM069,F069,2025-10-18,Lúa,47.6,74352,3539155.2,2185886,1353269.2000000002,88,13.5,High,High,70
P00354,FM025,F025,2025-08-25,Sầu riêng,26.9,35125,944862.5,609565,335297.5,95,7.0,Low,Low,89
P00355,FM047,F047,2025-11-25,Xoài,46.7,78161,3650118.7,2128134,1521984.7000000002,94,7.0,Low,Medium,84
P00356,FM081,F081,2025-02-14,Cà phê,49.2,26439,1300798.8,819566,481232.80000000005,92,8.3,Low,Low,96
P00357,FM003,F003,2025-06-13,Sầu riêng,46.6,67420,3141772.0,1736161,1405611.0,95,6.5,Medium,High,72
P00358,FM053,F053,2025-12-10,Xoài,20.9,16435,343491.5,170197,173294.5,93,7.5,Medium,Low,94
P00359,FM097,F097,2025-08-09,Lúa,38.4,70616,2711654.4,1748340,963314.3999999999,97,4.2,Low,Medium,98
P00360,FM077,F077,2025-02-20,Lúa,10.3,73711,759223.3,522382,236841.30000000005,93,7.6,Low,Low,94
P00361,FM037,F037,2025-09-21,Cà phê,48.0,21305,1022640.0,622729,399911.0,91,10.3,Medium,Low,96
P00362,FM092,F092,2025-09-01,Sầu riêng,32.4,39241,1271408.4,663210,608198.3999999999,95,6.4,Medium,High,95
P00363,FM056,F056,2025-06-09,Sầu riêng,30.4,66676,2026950.4,1072281,954669.3999999999,96,4.0,High,High,72
P00364,FM019,F019,2025-12-01,Thanh long,41.2,79489,3274946.8000000003,1892424,1382522.8000000003,95,5.2,Medium,Medium,90
P00365,FM073,F073,2025-07-14,Cà phê,8.4,65960,554064.0,310849,243215.0,93,8.2,Medium,Medium,79
P00366,FM090,F090,2025-05-10,Xoài,18.1,23930,433133.00000000006,257243,175890.00000000006,91,10.0,Low,High,84
P00367,FM085,F085,2025-10-18,Xoài,7.9,31360,247744.0,170652,77092.0,90,10.3,Low,High,93
P00368,FM090,F090,2025-06-14,Cà phê,38.5,73699,2837411.5,1771611,1065800.5,89,11.6,High,Medium,89
P00369,FM065,F065,2025-09-04,Sầu riêng,7.9,70731,558774.9,285525,273249.9,91,9.5,Medium,High,89
P00370,FM043,F043,2025-05-04,Xoài,9.1,58888,535880.7999999999,322234,213646.79999999993,88,13.9,Low,Medium,96
P00371,FM066,F066,2025-07-03,Cà phê,34.1,15267,520604.7,288063,232541.7,91,10.4,Medium,Medium,78
P00372,FM080,F080,2025-03-16,Lúa,39.7,15229,604591.3,309672,294919.30000000005,98,2.1,Medium,High,77
P00373,FM046,F046,2025-12-13,Thanh long,11.1,40826,453168.6,261226,191942.59999999998,90,11.0,Low,High,86
P00374,FM023,F023,2025-09-10,Cà phê,16.3,43986,716971.8,399339,317632.80000000005,91,9.6,Low,Medium,79
P00375,FM055,F055,2025-05-25,Sầu riêng,32.7,57274,1872859.8,1193903,678956.8,95,5.7,Medium,High,90
P00376,FM085,F085,2025-04-04,Cà phê,12.8,49449,632947.2000000001,285065,347882.20000000007,88,13.9,Medium,Medium,86
P00377,FM054,F054,2025-06-16,Lúa,44.8,79914,3580147.1999999997,1659470,1920677.1999999997,97,4.3,High,High,79
P00378,FM002,F002,2025-09-23,Cà phê,25.9,9550,247345.0,139390,107955.0,96,4.6,Medium,Medium,80
P00379,FM056,F056,2025-12-16,Sầu riêng,41.7,71927,2999355.9000000004,1427854,1571501.9000000004,88,13.3,Medium,Medium,91
P00380,FM019,F019,2025-11-05,Lúa,30.9,28829,890816.1,406140,484676.1,89,12.9,Low,Medium,79
P00381,FM059,F059,2025-12-01,Xoài,18.0,80401,1447218.0,683989,763229.0,94,7.6,Medium,Low,94
P00382,FM012,F012,2025-06-05,Cà phê,27.9,8511,237456.9,163442,74014.9,94,6.6,High,Low,81
P00383,FM044,F044,2025-03-26,Thanh long,4.5,10244,46098.0,21643,24455.0,91,10.4,Low,High,86
P00384,FM034,F034,2025-05-08,Thanh long,12.3,29023,356982.9,176176,180806.90000000002,96,5.9,High,Medium,88
P00385,FM044,F044,2025-04-15,Sầu riêng,37.8,75616,2858284.8,1875798,982486.7999999998,96,4.6,Low,High,71
P00386,FM079,F079,2025-10-24,Lúa,12.0,35636,427632.0,282716,144916.0,88,13.2,High,High,73
P00387,FM038,F038,2025-12-25,Sầu riêng,49.9,80889,4036361.1,2454132,1582229.1,97,4.1,Low,Low,72
P00388,FM063,F063,2025-04-19,Xoài,11.5,60813,699349.5,409287,290062.5,88,13.0,High,Low,87
P00389,FM037,F037,2025-05-03,Sầu riêng,46.5,77593,3608074.5,1717151,1890923.5,98,2.5,Medium,High,97
P00390,FM023,F023,2025-08-24,Thanh long,41.0,70481,2889721.0,2021088,868633.0,97,4.4,Low,Low,84
P00391,FM075,F075,2025-12-04,Cà phê,6.9,34775,239947.5,158270,81677.5,89,11.3,High,High,95
P00392,FM020,F020,2025-10-21,Cà phê,9.1,15820,143962.0,81668,62294.0,94,6.3,High,High,96
P00393,FM069,F069,2025-04-15,Lúa,19.8,51701,1023679.8,553178,470501.80000000005,92,8.7,Medium,Low,84
P00394,FM072,F072,2025-11-18,Cà phê,35.5,71174,2526677.0,1407142,1119535.0,95,6.6,Medium,Medium,86
P00395,FM057,F057,2025-03-24,Thanh long,42.7,51808,2212201.6,1250186,962015.6000000001,90,11.3,High,Medium,83
P00396,FM055,F055,2025-01-19,Thanh long,17.5,59749,1045607.5,691496,354111.5,91,10.9,High,High,82
P00397,FM003,F003,2025-05-15,Thanh long,45.1,84492,3810589.2,2341958,1468631.2000000002,92,8.1,Medium,Low,93
P00398,FM049,F049,2025-11-07,Lúa,35.6,11622,413743.2,287395,126348.20000000001,93,8.3,Medium,Low,78
P00399,FM055,F055,2025-04-23,Lúa,44.6,33243,1482637.8,781784,700853.8,88,13.6,Medium,Medium,71
P00400,FM076,F076,2025-01-01,Lúa,31.6,64727,2045373.2000000002,1401703,643670.2000000002,88,12.7,Medium,Low,90
P00401,FM078,F078,2025-12-25,Cà phê,49.8,45373,2259575.4,1201354,1058221.4,88,14.0,Low,Low,90
P00402,FM085,F085,2025-03-08,Xoài,40.9,51010,2086309.0,1217409,868900.0,88,13.1,Low,Medium,98
P00403,FM077,F077,2025-05-05,Lúa,11.5,44180,508070.0,264630,243440.0,98,2.4,High,Low,77
P00404,FM010,F010,2025-10-21,Xoài,45.8,73874,3383429.1999999997,2198648,1184781.1999999997,88,13.7,Medium,Low,85
P00405,FM046,F046,2025-04-15,Cà phê,42.9,73360,3147144.0,1540248,1606896.0,96,5.7,High,Medium,81
P00406,FM089,F089,2025-08-07,Xoài,33.3,52906,1761769.7999999998,1018770,742999.7999999998,93,8.5,Medium,High,87
P00407,FM055,F055,2025-03-16,Cà phê,45.9,19840,910656.0,633618,277038.0,88,12.0,Low,Low,80
P00408,FM024,F024,2025-01-05,Thanh long,24.8,41587,1031357.6,469927,561430.6,89,12.7,Medium,High,76
P00409,FM010,F010,2025-06-15,Sầu riêng,6.4,68476,438246.4,264434,173812.40000000002,93,8.0,Medium,Low,83
P00410,FM099,F099,2025-12-25,Sầu riêng,27.3,37948,1035980.4,593662,442318.4,95,5.9,Medium,Medium,87
P00411,FM066,F066,2025-06-27,Thanh long,31.0,30329,940199.0,459270,480929.0,95,5.6,Medium,Low,84
P00412,FM051,F051,2025-12-12,Xoài,47.1,84413,3975852.3000000003,2679773,1296079.3000000003,88,12.0,High,Medium,84
P00413,FM034,F034,2025-07-02,Thanh long,27.1,27035,732648.5,469101,263547.5,89,12.4,High,High,77
P00414,FM066,F066,2025-08-03,Cà phê,10.0,80055,800550.0,468638,331912.0,95,5.7,Low,High,84
P00415,FM024,F024,2025-06-27,Lúa,20.4,60076,1225550.4,765687,459863.3999999999,90,11.3,High,Low,84
P00416,FM032,F032,2025-08-25,Sầu riêng,7.6,76274,579682.4,276416,303266.4,90,11.9,High,Low,72
P00417,FM033,F033,2025-11-06,Lúa,32.6,38055,1240593.0,608860,631733.0,94,6.1,Low,Medium,90
P00418,FM080,F080,2025-12-24,Thanh long,29.2,38271,1117513.2,522878,594635.2,89,12.1,High,Low,98
P00419,FM079,F079,2025-10-07,Sầu riêng,13.6,67381,916381.6,578926,337455.6,88,12.8,Medium,High,72
P00420,FM049,F049,2025-09-26,Thanh long,29.2,80995,2365054.0,1325050,1040004.0,95,5.4,High,Medium,74
P00421,FM018,F018,2025-03-09,Sầu riêng,4.1,49030,201022.99999999997,128820,72202.99999999997,92,9.5,High,High,77
P00422,FM073,F073,2025-09-09,Lúa,24.1,29613,713673.3,451709,261964.30000000005,95,5.5,Medium,High,76
P00423,FM065,F065,2025-10-19,Lúa,2.1,64592,135643.2,85156,50487.20000000001,90,10.7,Low,High,78
P00424,FM046,F046,2025-04-23,Xoài,10.6,70482,747109.2,394115,352994.19999999995,97,4.7,Low,Medium,96
P00425,FM029,F029,2025-03-07,Cà phê,12.0,39708,476496.0,219624,256872.0,89,12.0,Low,High,83
P00426,FM075,F075,2025-02-07,Xoài,32.9,78732,2590282.8,1315421,1274861.7999999998,97,5.0,High,Medium,74
P00427,FM034,F034,2025-02-02,Lúa,8.4,61689,518187.60000000003,292072,226115.60000000003,93,7.4,High,Medium,87
P00428,FM009,F009,2025-06-13,Xoài,44.4,59958,2662135.1999999997,1438898,1223237.1999999997,98,3.1,Low,High,84
P00429,FM063,F063,2025-01-18,Xoài,37.2,67065,2494818.0,1568783,926035.0,97,3.1,High,Low,72
P00430,FM001,F001,2025-03-19,Sầu riêng,31.5,37643,1185754.5,750145,435609.5,93,8.8,Low,Low,80
P00431,FM010,F010,2025-05-18,Cà phê,49.8,54774,2727745.1999999997,1459014,1268731.1999999997,89,12.0,High,Medium,86
P00432,FM049,F049,2025-03-08,Xoài,27.7,46499,1288022.3,897218,390804.30000000005,95,6.1,Medium,Low,87
P00433,FM005,F005,2025-02-02,Lúa,33.4,10043,335436.2,219324,116112.20000000001,89,12.6,Low,Medium,90
P00434,FM091,F091,2025-02-03,Sầu riêng,17.6,39739,699406.4,463606,235800.40000000002,88,13.6,High,High,89
P00435,FM013,F013,2025-04-26,Thanh long,42.8,29873,1278564.4,890538,388026.3999999999,89,12.9,Low,High,88
P00436,FM050,F050,2025-10-23,Xoài,4.3,9305,40011.5,23850,16161.5,91,10.9,Low,Medium,97
P00437,FM041,F041,2025-09-14,Lúa,39.0,33486,1305954.0,694115,611839.0,95,5.4,Low,High,96
P00438,FM079,F079,2025-10-24,Thanh long,42.0,51368,2157456.0,1029083,1128373.0,97,4.6,High,High,74
P00439,FM023,F023,2025-03-09,Cà phê,16.8,69995,1175916.0,653115,522801.0,88,13.4,Low,Medium,77
P00440,FM014,F014,2025-07-06,Cà phê,39.3,26814,1053790.2,541731,512059.19999999995,88,12.7,High,High,95
P00441,FM068,F068,2025-11-07,Lúa,19.0,22220,422180.0,209889,212291.0,93,8.2,Low,High,78
P00442,FM005,F005,2025-07-25,Sầu riêng,2.4,14015,33636.0,19291,14345.0,98,3.6,Medium,Low,87
P00443,FM008,F008,2025-04-02,Cà phê,23.8,16933,403005.4,280886,122119.40000000002,98,3.4,Low,Medium,97
P00444,FM085,F085,2025-05-26,Lúa,34.5,28348,978006.0,478343,499663.0,92,9.1,High,Medium,80
P00445,FM090,F090,2025-04-11,Lúa,12.6,30430,383418.0,185004,198414.0,97,4.2,Low,High,88
P00446,FM097,F097,2025-06-03,Thanh long,46.5,33318,1549287.0,941913,607374.0,90,10.6,High,Medium,92
P00447,FM006,F006,2025-01-01,Thanh long,44.8,15679,702419.2,424772,277647.19999999995,89,11.8,Medium,Medium,90
P00448,FM030,F030,2025-03-14,Sầu riêng,49.1,8136,399477.60000000003,204959,194518.60000000003,89,12.7,High,Low,89
P00449,FM088,F088,2025-12-24,Cà phê,5.6,78436,439241.6,296887,142354.59999999998,96,5.4,Low,Medium,96
